localidad,sex,age,violence,cruelty,gender,gender_2
KENNEDY,F,12,4.03,5.17,C,F
MARTIRES,M,11,3.95,0.81,C,H
KENNEDY,F,4,3.06,5.8,C,F
MARTIRES,F,12,5.57,3.87,C,F
KENNEDY,M,17,9.25,2.55,C,H
KENNEDY,F,4,4.56,2.07,C,F
USAQUEN,F,13,4.16,5.12,C,F
MARTIRES,M,15,8.25,0.85,C,H
SUBA,F,15,6.69,5.19,C,F
KENNEDY,F,46,5.36,4.54,C,F
KENNEDY,F,36,6.39,4.11,C,F
KENNEDY,F,12,6.73,2.27,C,F
KENNEDY,F,42,4.11,3.86,C,F
USAQUEN,F,36,3.58,3.7,C,F
KENNEDY,M,11,6.97,1.18,C,H
MARTIRES,M,8,4.64,1.33,C,H
USAQUEN,F,4,0.59,3.51,C,F
USAQUEN,F,35,3.06,5.82,C,F
USAQUEN,F,60,0.01,1.47,C,F
USAQUEN,M,3,1.33,3.01,C,H
SUBA,F,26,4.29,4.5,C,F
KENNEDY,F,36,7.38,3.82,C,F
SUBA,X,33,4.13,6.26,T,F
USAQUEN,M,10,2.16,2.23,C,H
USAQUEN,F,40,2.63,5.28,C,F
MARTIRES,F,4,5.72,5.07,C,F
KENNEDY,M,23,8.6,3.4,C,H
USAQUEN,M,35,3.39,0.67,C,H
SUBA,F,32,5.53,2.66,C,F
MARTIRES,M,8,3.85,2.02,C,H
KENNEDY,M,10,5.55,0.8,C,H
KENNEDY,F,23,7.15,3.71,C,F
SUBA,F,18,6.68,3.99,C,F
SUBA,M,31,6.26,0.66,C,H
KENNEDY,F,7,6.51,5.27,C,F
USAQUEN,F,18,3.51,4.39,C,F
SUBA,F,26,4.6,4.01,C,F
KENNEDY,F,11,6.65,5.51,C,F
KENNEDY,F,20,7.73,5.02,C,F
USAQUEN,M,21,4.28,3.54,C,H
KENNEDY,M,11,8.47,2.67,C,H
USAQUEN,X,37,3.61,6.91,T,F
USAQUEN,M,15,4.04,4.36,C,H
USAQUEN,M,26,2.76,3.47,C,H
USAQUEN,F,32,6.97,3.92,C,F
USAQUEN,F,26,4.18,5.34,C,F
KENNEDY,F,22,9.58,3.32,C,F
KENNEDY,F,31,5.19,3.68,C,F
MARTIRES,F,4,4.86,3.36,C,F
USAQUEN,M,14,1.5,2.58,C,H
SUBA,M,2,4.17,2.85,C,H
SUBA,M,21,5.51,2.46,C,H
MARTIRES,M,13,5.69,1.15,C,H
MARTIRES,M,7,6.14,1.49,C,H
SUBA,F,45,2.94,4.9,C,F
KENNEDY,F,19,6.59,5.68,C,F
SUBA,M,9,2.11,1.78,C,H
SUBA,F,11,3.76,2.84,C,F
USAQUEN,X,45,2.42,5.62,T,F
USAQUEN,M,4,0.75,2.0,C,H
SUBA,F,27,5.36,5.24,C,F
SUBA,F,4,2.44,3.38,C,F
USAQUEN,M,7,1.37,2.81,C,H
KENNEDY,F,16,7.82,4.55,C,F
USAQUEN,F,21,4.62,5.09,C,F
USAQUEN,M,14,2.83,1.86,C,H
KENNEDY,F,38,7.54,3.96,C,F
SUBA,M,24,5.11,3.02,C,H
KENNEDY,F,2,3.8,3.38,C,F
MARTIRES,M,28,4.57,2.84,C,H
SUBA,F,27,4.8,4.08,C,F
KENNEDY,M,2,6.6,3.24,C,H
KENNEDY,X,25,8.55,6.9,T,F
KENNEDY,F,8,4.8,4.61,C,F
KENNEDY,M,2,5.26,3.3,C,H
MARTIRES,M,23,8.6,3.76,C,H
MARTIRES,F,11,4.05,5.04,C,F
MARTIRES,F,13,3.98,3.86,C,F
MARTIRES,M,31,5.46,1.8,C,H
SUBA,F,16,6.45,4.0,C,F
USAQUEN,F,31,4.1,2.73,C,F
SUBA,X,27,5.39,6.03,T,F
MARTIRES,F,2,3.19,3.28,C,F
USAQUEN,F,20,5.01,6.3,C,F
SUBA,F,30,4.48,5.09,C,F
USAQUEN,M,36,5.76,2.27,C,H
MARTIRES,M,38,5.66,1.78,C,H
MARTIRES,M,1,2.98,3.73,C,H
USAQUEN,F,23,3.25,4.39,C,F
SUBA,M,19,8.29,2.9,C,H
MARTIRES,M,18,5.82,3.32,C,H
USAQUEN,F,9,2.75,5.32,C,F
USAQUEN,F,8,2.2,4.47,C,F
SUBA,F,11,4.2,3.98,C,F
MARTIRES,M,36,5.04,1.14,C,H
SUBA,F,44,3.95,4.87,C,F
MARTIRES,M,7,3.19,1.76,C,H
MARTIRES,F,17,5.88,4.73,C,F
KENNEDY,F,5,5.73,3.41,C,F
MARTIRES,M,31,4.96,3.5,C,H
USAQUEN,F,38,5.5,4.29,C,F
USAQUEN,F,34,3.44,2.88,C,F
USAQUEN,M,11,3.45,0.99,C,H
SUBA,M,22,6.34,1.87,C,H
KENNEDY,X,39,7.21,6.57,T,F
SUBA,M,27,3.18,2.7,C,H
USAQUEN,M,20,3.01,2.0,C,H
USAQUEN,F,26,4.69,6.85,C,F
MARTIRES,F,16,7.32,4.88,C,F
MARTIRES,F,49,4.85,3.68,C,F
SUBA,M,7,3.17,1.4,C,H
KENNEDY,M,34,7.72,2.25,C,H
MARTIRES,F,6,4.46,3.8,C,F
KENNEDY,F,35,5.59,5.18,C,F
KENNEDY,F,14,6.1,5.33,C,F
MARTIRES,F,20,7.16,5.19,C,F
MARTIRES,M,6,3.62,3.41,C,H
SUBA,F,34,5.06,3.72,C,F
KENNEDY,M,35,7.36,2.41,C,H
KENNEDY,F,17,9.04,5.13,C,F
SUBA,F,10,4.88,2.36,C,F
USAQUEN,F,27,2.73,4.39,C,F
SUBA,M,20,5.71,3.39,C,H
MARTIRES,F,13,4.65,2.47,C,F
USAQUEN,F,23,5.43,4.05,C,F
USAQUEN,F,39,4.52,3.54,C,F
USAQUEN,M,28,3.56,3.8,C,H
MARTIRES,F,45,5.07,5.55,C,F
USAQUEN,F,22,3.73,4.01,C,F
MARTIRES,M,5,3.94,0.76,C,H
USAQUEN,F,19,4.24,3.97,C,F
SUBA,F,36,4.47,2.76,C,F
KENNEDY,F,23,8.76,5.19,C,F
USAQUEN,M,16,4.03,3.46,C,H
USAQUEN,M,37,4.08,2.41,C,H
KENNEDY,F,21,7.61,3.75,C,F
KENNEDY,F,13,4.62,5.77,C,F
SUBA,F,23,5.92,5.58,C,F
MARTIRES,F,28,5.34,6.63,C,F
USAQUEN,M,11,3.91,1.76,C,H
MARTIRES,M,38,6.46,3.4,C,H
MARTIRES,M,47,3.97,2.22,C,H
KENNEDY,F,27,7.5,4.29,C,F
USAQUEN,F,24,5.26,3.79,C,F
USAQUEN,X,54,2.13,5.4,T,F
USAQUEN,F,5,2.43,6.69,C,F
KENNEDY,F,20,8.23,5.41,C,F
KENNEDY,F,16,6.28,6.31,C,F
USAQUEN,F,35,3.9,3.17,C,F
SUBA,F,52,2.17,3.56,C,F
USAQUEN,M,32,4.05,1.12,C,H
SUBA,M,28,5.14,2.55,C,H
SUBA,F,32,4.16,3.34,C,F
KENNEDY,M,15,6.88,4.35,C,H
KENNEDY,F,10,7.0,3.71,C,F
KENNEDY,M,40,5.47,2.59,C,H
SUBA,F,36,4.39,3.61,C,F
USAQUEN,F,18,6.18,4.97,C,F
SUBA,M,28,4.51,1.67,C,H
MARTIRES,F,32,5.39,5.14,C,F
SUBA,M,8,1.95,2.04,C,H
SUBA,M,19,5.9,2.95,C,H
SUBA,F,10,2.67,3.82,C,F
KENNEDY,M,22,6.97,2.01,C,H
KENNEDY,M,17,9.09,3.88,C,H
MARTIRES,F,19,7.1,5.43,C,F
KENNEDY,M,28,5.24,2.3,C,H
KENNEDY,F,33,7.23,4.58,C,F
USAQUEN,M,9,2.09,2.88,C,H
KENNEDY,M,21,7.85,2.96,C,H
KENNEDY,F,16,8.14,5.44,C,F
SUBA,M,28,5.98,4.74,C,H
SUBA,F,4,1.86,3.33,C,F
MARTIRES,F,28,6.87,5.61,C,F
KENNEDY,M,46,5.61,1.26,C,H
USAQUEN,M,30,3.88,1.78,C,H
USAQUEN,M,17,4.19,3.23,C,H
USAQUEN,F,9,2.74,4.08,C,F
USAQUEN,F,26,3.98,3.4,C,F
SUBA,M,13,2.11,1.38,C,H
USAQUEN,F,6,1.33,4.48,C,F
SUBA,M,19,6.84,4.04,C,H
KENNEDY,M,27,5.5,2.2,C,H
KENNEDY,F,20,7.13,4.68,C,F
SUBA,F,5,3.31,3.93,C,F
USAQUEN,F,29,3.29,3.01,C,F
SUBA,F,40,4.58,2.87,C,F
KENNEDY,F,15,7.76,3.98,C,F
SUBA,F,20,4.39,4.44,C,F
USAQUEN,F,4,2.09,3.23,C,F
SUBA,F,15,5.82,4.86,C,F
MARTIRES,F,19,8.06,4.38,C,F
SUBA,F,19,6.58,5.66,C,F
KENNEDY,M,22,7.75,3.69,C,H
USAQUEN,M,16,3.88,1.95,C,H
SUBA,F,32,2.92,2.08,C,F
USAQUEN,F,33,3.18,2.84,C,F
USAQUEN,F,48,1.47,4.67,C,F
MARTIRES,F,12,4.54,4.14,C,F
SUBA,M,23,5.94,2.92,C,H
MARTIRES,M,31,7.38,1.56,C,H
MARTIRES,F,32,6.81,3.94,C,F
KENNEDY,F,44,4.86,4.91,C,F
USAQUEN,M,5,1.36,0.81,C,H
USAQUEN,F,39,3.75,4.47,C,F
MARTIRES,F,10,4.01,3.06,C,F
USAQUEN,F,11,2.98,2.76,C,F
KENNEDY,M,21,9.42,4.06,C,H
USAQUEN,M,39,3.99,2.53,C,H
KENNEDY,F,45,5.04,3.26,C,F
SUBA,M,5,2.71,2.2,C,H
SUBA,M,14,4.05,2.47,C,H
USAQUEN,F,11,4.53,2.28,C,F
USAQUEN,F,26,2.39,5.77,C,F
KENNEDY,X,30,7.56,6.55,T,F
USAQUEN,F,12,2.61,3.76,C,F
USAQUEN,M,16,4.62,2.28,C,H
USAQUEN,F,15,5.55,5.71,C,F
MARTIRES,M,4,2.3,1.85,C,H
KENNEDY,F,3,4.55,3.21,C,F
KENNEDY,M,4,5.12,3.19,C,H
KENNEDY,F,54,4.39,4.46,C,F
USAQUEN,F,31,4.73,3.3,C,F
USAQUEN,F,33,5.76,3.75,C,F
SUBA,F,4,1.41,4.58,C,F
KENNEDY,M,16,7.38,3.12,C,H
KENNEDY,F,26,7.27,6.25,C,F
USAQUEN,F,14,2.27,5.39,C,F
USAQUEN,X,41,2.29,6.14,T,F
USAQUEN,M,17,5.36,1.78,C,H
SUBA,F,54,0.92,4.4,C,F
SUBA,F,30,4.84,5.07,C,F
MARTIRES,F,21,8.57,4.99,C,F
SUBA,F,19,7.19,5.38,C,F
KENNEDY,F,29,6.57,4.41,C,F
SUBA,F,28,4.58,4.02,C,F
MARTIRES,M,27,4.99,2.13,C,H
MARTIRES,F,6,3.78,3.53,C,F
MARTIRES,M,5,5.4,1.99,C,H
USAQUEN,F,20,7.11,6.48,C,F
KENNEDY,F,40,5.69,3.7,C,F
USAQUEN,M,12,3.17,1.89,C,H
MARTIRES,F,15,6.91,6.79,C,F
KENNEDY,F,34,5.91,5.82,C,F
USAQUEN,M,7,2.78,1.71,C,H
USAQUEN,M,17,4.4,2.9,C,H
SUBA,X,39,4.35,5.2,T,F
KENNEDY,F,8,3.38,3.28,C,F
MARTIRES,F,11,5.77,5.91,C,F
KENNEDY,M,11,6.23,1.57,C,H
MARTIRES,M,38,4.84,2.37,C,H
KENNEDY,M,32,6.24,2.93,C,H
MARTIRES,M,7,3.71,2.17,C,H
KENNEDY,M,40,5.09,1.2,C,H
SUBA,M,40,5.06,2.4,C,H
KENNEDY,F,19,8.25,4.44,C,F
USAQUEN,M,3,1.89,2.62,C,H
MARTIRES,M,21,6.59,1.65,C,H
USAQUEN,M,29,4.7,2.77,C,H
USAQUEN,M,21,3.93,3.96,C,H
SUBA,M,8,3.17,1.42,C,H
USAQUEN,M,19,4.65,1.41,C,H
USAQUEN,F,10,2.55,3.92,C,F
MARTIRES,F,8,3.07,2.79,C,F
USAQUEN,F,30,2.17,4.6,C,F
USAQUEN,F,10,2.81,2.86,C,F
KENNEDY,M,28,9.06,3.47,C,H
SUBA,F,2,3.17,2.61,C,F
MARTIRES,M,4,3.8,1.02,C,H
MARTIRES,M,44,4.07,3.03,C,H
MARTIRES,F,27,5.84,5.12,C,F
SUBA,F,23,5.51,6.22,C,F
SUBA,F,35,5.01,2.84,C,F
USAQUEN,M,12,4.97,1.8,C,H
MARTIRES,M,19,8.07,1.38,C,H
KENNEDY,M,23,8.91,3.22,C,H
USAQUEN,F,32,3.59,3.44,C,F
KENNEDY,F,46,6.19,4.09,C,F
SUBA,F,1,2.34,2.6,C,F
SUBA,F,26,3.52,4.82,C,F
MARTIRES,F,20,6.56,4.47,C,F
SUBA,X,37,4.92,7.76,T,F
SUBA,M,20,6.53,3.22,C,H
KENNEDY,M,23,7.7,3.02,C,H
KENNEDY,M,34,6.62,0.69,C,H
KENNEDY,F,2,5.2,4.44,C,F
SUBA,F,33,5.51,2.86,C,F
MARTIRES,F,2,4.56,2.78,C,F
SUBA,F,24,5.31,4.81,C,F
USAQUEN,F,35,4.61,3.62,C,F
USAQUEN,F,11,3.83,3.29,C,F
SUBA,F,28,2.16,3.04,C,F
MARTIRES,M,12,6.74,1.96,C,H
KENNEDY,F,6,4.47,3.3,C,F
MARTIRES,M,42,4.15,1.87,C,H
KENNEDY,M,15,7.26,3.07,C,H
USAQUEN,M,11,2.05,1.68,C,H
SUBA,F,32,5.38,5.59,C,F
KENNEDY,M,16,8.61,3.01,C,H
KENNEDY,M,19,8.83,2.45,C,H
SUBA,M,24,6.49,1.72,C,H
SUBA,F,13,3.61,3.87,C,F
SUBA,F,24,7.28,4.03,C,F
USAQUEN,F,27,3.76,5.5,C,F
KENNEDY,F,26,7.82,3.68,C,F
SUBA,F,35,3.6,4.14,C,F
USAQUEN,F,18,5.33,7.25,C,F
SUBA,M,38,4.68,1.63,C,H
KENNEDY,M,9,5.01,2.86,C,H
KENNEDY,F,37,7.77,3.98,C,F
MARTIRES,M,10,5.29,3.92,C,H
SUBA,F,10,3.73,4.94,C,F
SUBA,F,34,5.95,3.39,C,F
SUBA,X,38,4.31,5.31,T,F
KENNEDY,F,4,6.8,5.48,C,F
SUBA,F,17,5.87,4.05,C,F
KENNEDY,F,36,6.96,3.66,C,F
USAQUEN,X,32,5.21,5.26,T,F
USAQUEN,F,11,2.68,3.16,C,F
SUBA,M,19,6.9,2.39,C,H
MARTIRES,F,33,4.93,4.99,C,F
SUBA,F,39,5.91,5.09,C,F
MARTIRES,F,37,5.32,3.87,C,F
MARTIRES,F,28,5.08,5.03,C,F
SUBA,M,20,6.27,2.75,C,H
KENNEDY,F,35,9.16,2.13,C,F
SUBA,F,28,4.76,4.32,C,F
SUBA,F,12,4.72,4.17,C,F
USAQUEN,F,22,6.14,5.16,C,F
USAQUEN,M,28,1.91,2.31,C,H
KENNEDY,F,17,6.19,6.19,C,F
MARTIRES,M,57,6.26,1.79,C,H
USAQUEN,F,27,3.2,5.4,C,F
MARTIRES,M,35,4.82,2.34,C,H
MARTIRES,M,25,5.29,2.42,C,H
KENNEDY,X,29,7.76,8.2,T,F
MARTIRES,M,20,7.69,2.45,C,H
USAQUEN,F,37,4.42,2.2,C,F
MARTIRES,M,9,3.58,2.23,C,H
MARTIRES,F,11,4.71,3.58,C,F
SUBA,M,6,2.98,2.03,C,H
SUBA,M,26,4.95,2.72,C,H
USAQUEN,F,4,1.73,4.87,C,F
USAQUEN,M,25,4.35,3.32,C,H
SUBA,X,21,4.78,6.24,T,F
USAQUEN,F,21,5.63,5.79,C,F
MARTIRES,F,31,5.87,5.04,C,F
USAQUEN,F,13,4.4,3.41,C,F
USAQUEN,F,25,4.88,5.69,C,F
SUBA,F,31,3.14,3.51,C,F
MARTIRES,M,27,8.2,3.36,C,H
MARTIRES,F,33,5.72,3.48,C,F
MARTIRES,M,15,7.97,2.36,C,H
USAQUEN,F,18,5.28,6.94,C,F
MARTIRES,X,53,4.73,6.55,T,F
MARTIRES,M,28,6.03,3.76,C,H
KENNEDY,M,26,6.42,3.07,C,H
SUBA,F,18,4.83,4.96,C,F
USAQUEN,F,15,4.28,4.35,C,F
SUBA,F,8,2.67,4.92,C,F
SUBA,M,16,5.59,2.01,C,H
USAQUEN,F,7,1.61,2.24,C,F
MARTIRES,F,35,7.33,2.92,C,F
KENNEDY,F,35,7.28,4.13,C,F
KENNEDY,M,17,8.89,2.44,C,H
KENNEDY,M,36,4.73,0.74,C,H
USAQUEN,F,55,1.7,3.07,C,F
USAQUEN,X,48,0.62,7.02,T,F
USAQUEN,M,32,1.4,2.76,C,H
MARTIRES,F,6,3.94,3.83,C,F
MARTIRES,M,28,5.27,3.58,C,H
MARTIRES,X,35,6.05,7.9,T,F
SUBA,F,12,2.87,5.27,C,F
KENNEDY,F,4,5.22,3.85,C,F
SUBA,M,22,6.54,2.59,C,H
MARTIRES,F,32,5.28,4.55,C,F
USAQUEN,F,30,3.17,4.74,C,F
SUBA,M,3,5.05,1.63,C,H
USAQUEN,F,12,1.49,3.16,C,F
USAQUEN,F,23,5.89,4.13,C,F
KENNEDY,X,47,4.33,6.12,T,F
SUBA,M,18,5.86,1.73,C,H
KENNEDY,F,14,5.55,3.41,C,F
KENNEDY,F,27,5.79,3.63,C,F
SUBA,M,24,5.81,2.2,C,H
SUBA,F,16,4.81,3.36,C,F
KENNEDY,F,32,5.65,3.45,C,F
SUBA,F,18,6.05,4.85,C,F
USAQUEN,F,22,4.69,4.94,C,F
KENNEDY,F,34,7.51,2.66,C,F
USAQUEN,F,19,4.49,6.32,C,F
MARTIRES,M,10,3.51,1.65,C,H
KENNEDY,M,34,6.24,1.81,C,H
SUBA,F,31,5.15,1.87,C,F
USAQUEN,F,50,1.29,5.27,C,F
KENNEDY,M,38,6.54,2.0,C,H
MARTIRES,F,19,8.14,4.51,C,F
SUBA,F,33,3.76,2.14,C,F
USAQUEN,F,8,2.44,4.39,C,F
KENNEDY,F,1,4.57,4.15,C,F
KENNEDY,X,9,4.26,4.9,T,F
KENNEDY,F,27,6.4,4.63,C,F
USAQUEN,M,26,4.47,1.75,C,H
SUBA,F,7,4.6,4.75,C,F
USAQUEN,M,6,2.27,4.0,C,H
MARTIRES,M,26,6.62,2.58,C,H
KENNEDY,F,3,5.39,4.75,C,F
KENNEDY,F,15,6.5,5.29,C,F
SUBA,F,32,3.53,0.82,C,F
SUBA,F,39,5.22,5.49,C,F
USAQUEN,F,21,8.21,5.82,C,F
USAQUEN,M,24,4.07,5.05,C,H
MARTIRES,X,13,5.25,7.13,T,F
USAQUEN,M,20,4.24,2.25,C,H
SUBA,M,15,5.95,2.8,C,H
MARTIRES,F,22,7.6,6.37,C,F
KENNEDY,F,33,6.12,5.82,C,F
MARTIRES,M,1,4.69,1.63,C,H
MARTIRES,F,18,5.48,3.9,C,F
MARTIRES,M,3,3.93,1.57,C,H
KENNEDY,M,26,5.5,3.33,C,H
MARTIRES,M,26,6.16,4.75,C,H
KENNEDY,F,29,7.35,5.24,C,F
MARTIRES,F,23,7.93,5.34,C,F
MARTIRES,F,23,9.17,5.18,C,F
SUBA,M,9,2.57,1.99,C,H
KENNEDY,F,5,4.53,6.73,C,F
MARTIRES,F,38,5.27,4.16,C,F
SUBA,M,5,2.77,1.86,C,H
SUBA,M,23,5.51,3.22,C,H
KENNEDY,F,32,8.02,3.24,C,F
USAQUEN,M,31,5.22,2.83,C,H
USAQUEN,F,18,4.09,3.77,C,F
MARTIRES,F,12,6.3,4.48,C,F
SUBA,M,6,3.85,1.77,C,H
USAQUEN,F,16,5.71,5.18,C,F
MARTIRES,X,31,6.67,6.86,T,F
USAQUEN,M,24,5.02,3.17,C,H
USAQUEN,F,25,5.23,2.14,C,F
USAQUEN,M,16,6.59,3.44,C,H
KENNEDY,M,13,6.04,2.42,C,H
MARTIRES,M,37,4.62,2.73,C,H
KENNEDY,M,47,4.1,0.5,C,H
USAQUEN,F,19,7.16,6.6,C,F
USAQUEN,F,14,3.11,4.92,C,F
SUBA,M,29,4.62,1.42,C,H
MARTIRES,M,7,3.68,4.48,C,H
KENNEDY,F,29,6.57,5.23,C,F
KENNEDY,M,8,6.13,0.74,C,H
KENNEDY,M,22,7.25,3.76,C,H
KENNEDY,M,26,6.99,1.63,C,H
MARTIRES,F,30,7.6,3.94,C,F
SUBA,M,20,6.61,1.57,C,H
KENNEDY,F,15,8.42,3.28,C,F
USAQUEN,M,19,3.52,0.6,C,H
SUBA,M,23,4.98,2.35,C,H
SUBA,F,16,6.0,3.74,C,F
KENNEDY,F,12,7.67,3.28,C,F
MARTIRES,M,8,2.5,1.01,C,H
USAQUEN,F,39,3.68,4.54,C,F
MARTIRES,M,29,4.99,3.16,C,H
SUBA,M,46,3.28,2.66,C,H
KENNEDY,M,25,6.13,2.87,C,H
KENNEDY,M,17,9.14,2.61,C,H
SUBA,M,24,4.7,3.0,C,H
SUBA,F,15,5.96,4.65,C,F
SUBA,F,22,5.47,3.87,C,F
USAQUEN,M,17,4.22,2.56,C,H
KENNEDY,F,16,7.64,4.3,C,F
SUBA,F,12,3.9,3.65,C,F
USAQUEN,F,32,4.16,3.83,C,F
SUBA,F,20,5.83,4.54,C,F
SUBA,F,11,5.81,5.35,C,F
KENNEDY,F,20,8.05,6.98,C,F
KENNEDY,M,20,8.48,2.7,C,H
MARTIRES,F,24,7.64,5.36,C,F
MARTIRES,M,7,3.75,3.05,C,H
MARTIRES,F,5,3.21,2.63,C,F
USAQUEN,M,13,3.31,1.61,C,H
KENNEDY,X,40,5.64,6.32,T,F
USAQUEN,F,27,5.52,3.15,C,F
USAQUEN,F,6,2.65,4.76,C,F
MARTIRES,F,25,7.1,3.52,C,F
MARTIRES,F,27,5.51,5.16,C,F
MARTIRES,M,22,8.39,2.04,C,H
KENNEDY,F,18,7.95,4.02,C,F
USAQUEN,F,33,3.53,4.09,C,F
KENNEDY,F,19,8.59,4.63,C,F
MARTIRES,F,13,7.95,4.52,C,F
USAQUEN,F,26,3.55,5.48,C,F
SUBA,F,9,2.05,2.8,C,F
SUBA,F,32,4.23,4.01,C,F
USAQUEN,F,29,4.39,5.74,C,F
MARTIRES,M,54,4.7,1.12,C,H
SUBA,F,8,2.62,4.08,C,F
SUBA,M,37,4.66,3.33,C,H
MARTIRES,X,24,6.64,7.43,T,F
KENNEDY,F,8,5.7,4.9,C,F
KENNEDY,M,20,9.17,2.18,C,H
SUBA,M,20,7.84,3.5,C,H
USAQUEN,F,44,1.3,4.71,C,F
USAQUEN,X,41,0.95,5.82,T,F
SUBA,F,1,1.77,4.98,C,F
MARTIRES,M,21,7.04,0.95,C,H
MARTIRES,M,33,4.6,2.96,C,H
USAQUEN,M,36,5.28,1.27,C,H
USAQUEN,M,48,3.57,1.9,C,H
MARTIRES,F,55,3.87,5.45,C,F
SUBA,F,32,6.11,5.47,C,F
KENNEDY,F,10,6.12,4.2,C,F
USAQUEN,F,34,3.68,3.86,C,F
MARTIRES,M,39,5.6,2.77,C,H
MARTIRES,F,16,6.18,4.76,C,F
MARTIRES,M,9,3.88,3.21,C,H
USAQUEN,F,18,3.82,3.56,C,F
MARTIRES,F,46,5.72,4.64,C,F
USAQUEN,M,26,5.15,2.95,C,H
USAQUEN,F,27,4.28,5.13,C,F
USAQUEN,M,2,3.99,2.74,C,H
KENNEDY,F,29,5.62,5.38,C,F
USAQUEN,X,43,3.59,6.21,T,F
SUBA,F,30,5.66,2.05,C,F
USAQUEN,M,13,1.09,2.67,C,H
KENNEDY,F,6,5.54,4.36,C,F
SUBA,M,7,3.59,0.51,C,H
KENNEDY,F,38,7.68,5.02,C,F
MARTIRES,F,27,5.59,4.99,C,F
USAQUEN,M,22,3.09,2.65,C,H
USAQUEN,M,10,3.16,2.8,C,H
KENNEDY,M,31,8.4,0.87,C,H
KENNEDY,F,25,5.58,5.39,C,F
KENNEDY,F,32,7.38,4.72,C,F
USAQUEN,M,31,4.63,1.34,C,H
KENNEDY,M,26,8.44,1.75,C,H
SUBA,M,34,3.0,3.61,C,H
SUBA,F,17,6.02,4.38,C,F
MARTIRES,F,9,4.34,4.18,C,F
USAQUEN,F,20,4.03,3.06,C,F
MARTIRES,M,15,6.82,2.58,C,H
SUBA,F,15,4.98,6.79,C,F
KENNEDY,M,20,9.47,3.56,C,H
USAQUEN,M,18,4.6,3.47,C,H
KENNEDY,F,40,4.32,4.51,C,F
KENNEDY,F,32,6.94,4.48,C,F
USAQUEN,F,34,6.26,4.3,C,F
SUBA,F,13,3.59,2.37,C,F
USAQUEN,F,20,3.59,2.64,C,F
KENNEDY,F,11,6.05,2.88,C,F
USAQUEN,M,19,5.2,4.06,C,H
MARTIRES,F,54,3.8,2.41,C,F
SUBA,X,38,5.19,5.32,T,F
USAQUEN,F,7,1.34,5.43,C,F
USAQUEN,M,37,3.51,3.19,C,H
USAQUEN,X,32,4.04,5.6,T,F
USAQUEN,F,11,4.06,5.19,C,F
SUBA,F,12,5.49,3.97,C,F
KENNEDY,F,15,7.52,3.61,C,F
KENNEDY,F,30,8.09,4.02,C,F
KENNEDY,M,31,5.82,4.1,C,H
SUBA,F,10,2.45,3.68,C,F
SUBA,F,21,6.93,5.16,C,F
MARTIRES,F,11,4.52,3.93,C,F
MARTIRES,F,4,4.45,2.97,C,F
USAQUEN,F,24,4.65,5.49,C,F
USAQUEN,F,24,4.59,3.44,C,F
USAQUEN,F,7,1.67,5.19,C,F
KENNEDY,M,8,5.37,1.76,C,H
KENNEDY,M,7,5.74,1.98,C,H
USAQUEN,X,21,5.66,7.19,T,F
KENNEDY,F,26,5.4,4.36,C,F
KENNEDY,F,33,7.81,3.97,C,F
USAQUEN,F,39,2.89,3.35,C,F
MARTIRES,M,27,5.65,2.82,C,H
KENNEDY,F,16,7.28,6.34,C,F
MARTIRES,M,18,9.2,2.34,C,H
KENNEDY,F,10,6.91,4.83,C,F
USAQUEN,M,24,5.72,4.18,C,H
KENNEDY,F,6,4.45,3.23,C,F
SUBA,F,23,4.51,4.84,C,F
MARTIRES,M,39,5.03,0.64,C,H
SUBA,F,18,6.46,5.23,C,F
SUBA,X,31,3.98,5.05,T,F
SUBA,F,43,4.14,3.39,C,F
USAQUEN,F,1,3.51,4.84,C,F
MARTIRES,F,4,4.6,4.29,C,F
SUBA,M,36,6.32,3.22,C,H
KENNEDY,M,26,7.45,2.11,C,H
USAQUEN,F,20,4.48,5.7,C,F
KENNEDY,M,13,7.23,3.06,C,H
USAQUEN,F,27,5.03,5.76,C,F
KENNEDY,M,44,4.68,1.83,C,H
KENNEDY,F,30,7.11,4.77,C,F
MARTIRES,F,3,3.59,5.65,C,F
KENNEDY,M,16,6.33,3.22,C,H
MARTIRES,F,26,6.25,4.75,C,F
MARTIRES,M,28,5.41,2.54,C,H
MARTIRES,F,10,4.92,5.3,C,F
SUBA,F,22,6.21,7.47,C,F
USAQUEN,M,23,5.41,3.08,C,H
USAQUEN,F,49,2.16,3.13,C,F
SUBA,M,20,5.62,2.12,C,H
SUBA,M,19,3.89,3.11,C,H
USAQUEN,F,5,3.13,4.17,C,F
KENNEDY,M,44,4.7,2.15,C,H
SUBA,M,14,2.12,2.63,C,H
KENNEDY,M,25,7.18,2.34,C,H
USAQUEN,M,43,1.1,1.46,C,H
USAQUEN,F,15,4.51,5.1,C,F
SUBA,M,30,3.58,2.13,C,H
USAQUEN,M,18,4.8,1.69,C,H
USAQUEN,M,7,1.44,1.78,C,H
KENNEDY,F,24,7.56,4.38,C,F
USAQUEN,F,27,3.48,4.82,C,F
USAQUEN,M,32,3.94,0.64,C,H
MARTIRES,F,25,4.88,5.91,C,F
KENNEDY,F,10,8.39,4.1,C,F
SUBA,F,24,5.89,4.29,C,F
MARTIRES,F,23,6.29,6.19,C,F
SUBA,F,11,3.48,2.67,C,F
MARTIRES,X,43,2.86,7.68,T,F
